image,image_path,label
00017_00032_00004,data\gtsrb\Train\17\00017_00032_00004.png,17
00011_00020_00012,data\gtsrb\Train\11\00011_00020_00012.png,11
00042_00003_00022,data\gtsrb\Train\42\00042_00003_00022.png,42
00028_00000_00001,data\gtsrb\Train\28\00028_00000_00001.png,28
00001_00059_00020,data\gtsrb\Train\1\00001_00059_00020.png,1
00009_00013_00005,data\gtsrb\Train\9\00009_00013_00005.png,9
00009_00000_00022,data\gtsrb\Train\9\00009_00000_00022.png,9
00035_00031_00029,data\gtsrb\Train\35\00035_00031_00029.png,35
00029_00001_00010,data\gtsrb\Train\29\00029_00001_00010.png,29
00018_00012_00018,data\gtsrb\Train\18\00018_00012_00018.png,18
00017_00017_00014,data\gtsrb\Train\17\00017_00017_00014.png,17
00038_00058_00019,data\gtsrb\Train\38\00038_00058_00019.png,38
00040_00001_00007,data\gtsrb\Train\40\00040_00001_00007.png,40
00017_00009_00008,data\gtsrb\Train\17\00017_00009_00008.png,17
00005_00000_00019,data\gtsrb\Train\5\00005_00000_00019.png,5
00031_00004_00007,data\gtsrb\Train\31\00031_00004_00007.png,31
00039_00002_00000,data\gtsrb\Train\39\00039_00002_00000.png,39
00028_00008_00013,data\gtsrb\Train\28\00028_00008_00013.png,28
00014_00020_00014,data\gtsrb\Train\14\00014_00020_00014.png,14
00006_00006_00004,data\gtsrb\Train\6\00006_00006_00004.png,6
00019_00002_00012,data\gtsrb\Train\19\00019_00002_00012.png,19
00031_00011_00029,data\gtsrb\Train\31\00031_00011_00029.png,31
00009_00028_00010,data\gtsrb\Train\9\00009_00028_00010.png,9
00013_00013_00027,data\gtsrb\Train\13\00013_00013_00027.png,13
00039_00009_00027,data\gtsrb\Train\39\00039_00009_00027.png,39
00010_00017_00007,data\gtsrb\Train\10\00010_00017_00007.png,10
00023_00006_00006,data\gtsrb\Train\23\00023_00006_00006.png,23
00024_00005_00016,data\gtsrb\Train\24\00024_00005_00016.png,24
00038_00016_00003,data\gtsrb\Train\38\00038_00016_00003.png,38
00018_00021_00015,data\gtsrb\Train\18\00018_00021_00015.png,18
00013_00009_00011,data\gtsrb\Train\13\00013_00009_00011.png,13
00001_00056_00022,data\gtsrb\Train\1\00001_00056_00022.png,1
00013_00011_00018,data\gtsrb\Train\13\00013_00011_00018.png,13
00008_00025_00017,data\gtsrb\Train\8\00008_00025_00017.png,8
00002_00059_00006,data\gtsrb\Train\2\00002_00059_00006.png,2
00010_00029_00014,data\gtsrb\Train\10\00010_00029_00014.png,10
00035_00022_00016,data\gtsrb\Train\35\00035_00022_00016.png,35
00011_00037_00004,data\gtsrb\Train\11\00011_00037_00004.png,11
00010_00022_00022,data\gtsrb\Train\10\00010_00022_00022.png,10
00035_00023_00029,data\gtsrb\Train\35\00035_00023_00029.png,35
00034_00009_00007,data\gtsrb\Train\34\00034_00009_00007.png,34
00007_00039_00027,data\gtsrb\Train\7\00007_00039_00027.png,7
00012_00037_00005,data\gtsrb\Train\12\00012_00037_00005.png,12
00007_00033_00018,data\gtsrb\Train\7\00007_00033_00018.png,7
00004_00047_00018,data\gtsrb\Train\4\00004_00047_00018.png,4
00025_00015_00010,data\gtsrb\Train\25\00025_00015_00010.png,25
00026_00011_00005,data\gtsrb\Train\26\00026_00011_00005.png,26
00013_00033_00007,data\gtsrb\Train\13\00013_00033_00007.png,13
00038_00028_00021,data\gtsrb\Train\38\00038_00028_00021.png,38
00012_00051_00002,data\gtsrb\Train\12\00012_00051_00002.png,12
00032_00003_00009,data\gtsrb\Train\32\00032_00003_00009.png,32
00025_00014_00008,data\gtsrb\Train\25\00025_00014_00008.png,25
00018_00011_00017,data\gtsrb\Train\18\00018_00011_00017.png,18
00002_00074_00007,data\gtsrb\Train\2\00002_00074_00007.png,2
00022_00004_00028,data\gtsrb\Train\22\00022_00004_00028.png,22
00027_00000_00006,data\gtsrb\Train\27\00027_00000_00006.png,27
00034_00002_00010,data\gtsrb\Train\34\00034_00002_00010.png,34
00001_00032_00012,data\gtsrb\Train\1\00001_00032_00012.png,1
00038_00045_00009,data\gtsrb\Train\38\00038_00045_00009.png,38
00016_00004_00023,data\gtsrb\Train\16\00016_00004_00023.png,16
00007_00025_00028,data\gtsrb\Train\7\00007_00025_00028.png,7
00033_00013_00013,data\gtsrb\Train\33\00033_00013_00013.png,33
00003_00001_00013,data\gtsrb\Train\3\00003_00001_00013.png,3
00004_00026_00002,data\gtsrb\Train\4\00004_00026_00002.png,4
00003_00023_00016,data\gtsrb\Train\3\00003_00023_00016.png,3
00009_00037_00013,data\gtsrb\Train\9\00009_00037_00013.png,9
00014_00018_00006,data\gtsrb\Train\14\00014_00018_00006.png,14
00026_00011_00014,data\gtsrb\Train\26\00026_00011_00014.png,26
00034_00006_00022,data\gtsrb\Train\34\00034_00006_00022.png,34
00013_00017_00019,data\gtsrb\Train\13\00013_00017_00019.png,13
00023_00015_00002,data\gtsrb\Train\23\00023_00015_00002.png,23
00018_00034_00017,data\gtsrb\Train\18\00018_00034_00017.png,18
00010_00017_00026,data\gtsrb\Train\10\00010_00017_00026.png,10
00016_00013_00004,data\gtsrb\Train\16\00016_00013_00004.png,16
00003_00028_00026,data\gtsrb\Train\3\00003_00028_00026.png,3
00001_00068_00004,data\gtsrb\Train\1\00001_00068_00004.png,1
00011_00017_00008,data\gtsrb\Train\11\00011_00017_00008.png,11
00018_00003_00029,data\gtsrb\Train\18\00018_00003_00029.png,18
00013_00016_00017,data\gtsrb\Train\13\00013_00016_00017.png,13
00001_00033_00000,data\gtsrb\Train\1\00001_00033_00000.png,1
00001_00002_00012,data\gtsrb\Train\1\00001_00002_00012.png,1
00026_00017_00021,data\gtsrb\Train\26\00026_00017_00021.png,26
00001_00051_00016,data\gtsrb\Train\1\00001_00051_00016.png,1
00017_00003_00026,data\gtsrb\Train\17\00017_00003_00026.png,17
00001_00045_00025,data\gtsrb\Train\1\00001_00045_00025.png,1
00029_00006_00022,data\gtsrb\Train\29\00029_00006_00022.png,29
00002_00040_00000,data\gtsrb\Train\2\00002_00040_00000.png,2
00002_00053_00003,data\gtsrb\Train\2\00002_00053_00003.png,2
00011_00041_00011,data\gtsrb\Train\11\00011_00041_00011.png,11
00011_00026_00026,data\gtsrb\Train\11\00011_00026_00026.png,11
00025_00002_00015,data\gtsrb\Train\25\00025_00002_00015.png,25
00001_00038_00003,data\gtsrb\Train\1\00001_00038_00003.png,1
00022_00002_00000,data\gtsrb\Train\22\00022_00002_00000.png,22
00001_00005_00011,data\gtsrb\Train\1\00001_00005_00011.png,1
00009_00001_00028,data\gtsrb\Train\9\00009_00001_00028.png,9
00009_00027_00006,data\gtsrb\Train\9\00009_00027_00006.png,9
00026_00007_00016,data\gtsrb\Train\26\00026_00007_00016.png,26
00009_00008_00018,data\gtsrb\Train\9\00009_00008_00018.png,9
00012_00031_00006,data\gtsrb\Train\12\00012_00031_00006.png,12
00035_00016_00022,data\gtsrb\Train\35\00035_00016_00022.png,35
00004_00059_00007,data\gtsrb\Train\4\00004_00059_00007.png,4
00017_00013_00005,data\gtsrb\Train\17\00017_00013_00005.png,17
00011_00007_00022,data\gtsrb\Train\11\00011_00007_00022.png,11
00001_00052_00009,data\gtsrb\Train\1\00001_00052_00009.png,1
00002_00043_00026,data\gtsrb\Train\2\00002_00043_00026.png,2
00030_00006_00026,data\gtsrb\Train\30\00030_00006_00026.png,30
00012_00041_00001,data\gtsrb\Train\12\00012_00041_00001.png,12
00009_00027_00008,data\gtsrb\Train\9\00009_00027_00008.png,9
00011_00025_00018,data\gtsrb\Train\11\00011_00025_00018.png,11
00010_00039_00004,data\gtsrb\Train\10\00010_00039_00004.png,10
00002_00031_00020,data\gtsrb\Train\2\00002_00031_00020.png,2
00025_00019_00018,data\gtsrb\Train\25\00025_00019_00018.png,25
00035_00010_00009,data\gtsrb\Train\35\00035_00010_00009.png,35
00021_00009_00025,data\gtsrb\Train\21\00021_00009_00025.png,21
00025_00040_00013,data\gtsrb\Train\25\00025_00040_00013.png,25
00011_00042_00024,data\gtsrb\Train\11\00011_00042_00024.png,11
00018_00013_00002,data\gtsrb\Train\18\00018_00013_00002.png,18
00002_00011_00026,data\gtsrb\Train\2\00002_00011_00026.png,2
00020_00007_00009,data\gtsrb\Train\20\00020_00007_00009.png,20
00004_00027_00014,data\gtsrb\Train\4\00004_00027_00014.png,4
00022_00008_00017,data\gtsrb\Train\22\00022_00008_00017.png,22
00012_00000_00010,data\gtsrb\Train\12\00012_00000_00010.png,12
00025_00019_00011,data\gtsrb\Train\25\00025_00019_00011.png,25
00038_00049_00011,data\gtsrb\Train\38\00038_00049_00011.png,38
00005_00035_00016,data\gtsrb\Train\5\00005_00035_00016.png,5
00009_00041_00020,data\gtsrb\Train\9\00009_00041_00020.png,9
00012_00014_00005,data\gtsrb\Train\12\00012_00014_00005.png,12
00038_00049_00006,data\gtsrb\Train\38\00038_00049_00006.png,38
00025_00005_00022,data\gtsrb\Train\25\00025_00005_00022.png,25
00002_00041_00009,data\gtsrb\Train\2\00002_00041_00009.png,2
00003_00029_00025,data\gtsrb\Train\3\00003_00029_00025.png,3
00038_00015_00006,data\gtsrb\Train\38\00038_00015_00006.png,38
00008_00003_00018,data\gtsrb\Train\8\00008_00003_00018.png,8
00008_00003_00029,data\gtsrb\Train\8\00008_00003_00029.png,8
00015_00006_00012,data\gtsrb\Train\15\00015_00006_00012.png,15
00014_00009_00008,data\gtsrb\Train\14\00014_00009_00008.png,14
00002_00021_00022,data\gtsrb\Train\2\00002_00021_00022.png,2
00035_00018_00025,data\gtsrb\Train\35\00035_00018_00025.png,35
00035_00008_00014,data\gtsrb\Train\35\00035_00008_00014.png,35
00013_00008_00027,data\gtsrb\Train\13\00013_00008_00027.png,13
00039_00005_00008,data\gtsrb\Train\39\00039_00005_00008.png,39
00017_00031_00017,data\gtsrb\Train\17\00017_00031_00017.png,17
00002_00032_00018,data\gtsrb\Train\2\00002_00032_00018.png,2
00015_00000_00029,data\gtsrb\Train\15\00015_00000_00029.png,15
00014_00016_00023,data\gtsrb\Train\14\00014_00016_00023.png,14
00041_00003_00024,data\gtsrb\Train\41\00041_00003_00024.png,41
00037_00005_00013,data\gtsrb\Train\37\00037_00005_00013.png,37
00001_00021_00001,data\gtsrb\Train\1\00001_00021_00001.png,1
00002_00002_00023,data\gtsrb\Train\2\00002_00002_00023.png,2
00007_00033_00029,data\gtsrb\Train\7\00007_00033_00029.png,7
00025_00008_00011,data\gtsrb\Train\25\00025_00008_00011.png,25
00014_00025_00005,data\gtsrb\Train\14\00014_00025_00005.png,14
00001_00054_00022,data\gtsrb\Train\1\00001_00054_00022.png,1
00038_00056_00001,data\gtsrb\Train\38\00038_00056_00001.png,38
00007_00003_00014,data\gtsrb\Train\7\00007_00003_00014.png,7
00040_00005_00024,data\gtsrb\Train\40\00040_00005_00024.png,40
00002_00023_00028,data\gtsrb\Train\2\00002_00023_00028.png,2
00011_00011_00004,data\gtsrb\Train\11\00011_00011_00004.png,11
00038_00046_00020,data\gtsrb\Train\38\00038_00046_00020.png,38
00004_00054_00017,data\gtsrb\Train\4\00004_00054_00017.png,4
00009_00005_00000,data\gtsrb\Train\9\00009_00005_00000.png,9
00012_00026_00014,data\gtsrb\Train\12\00012_00026_00014.png,12
00004_00041_00028,data\gtsrb\Train\4\00004_00041_00028.png,4
00025_00023_00012,data\gtsrb\Train\25\00025_00023_00012.png,25
00006_00011_00007,data\gtsrb\Train\6\00006_00011_00007.png,6
00031_00025_00016,data\gtsrb\Train\31\00031_00025_00016.png,31
00013_00052_00016,data\gtsrb\Train\13\00013_00052_00016.png,13
00026_00012_00007,data\gtsrb\Train\26\00026_00012_00007.png,26
00013_00040_00029,data\gtsrb\Train\13\00013_00040_00029.png,13
00035_00038_00009,data\gtsrb\Train\35\00035_00038_00009.png,35
00001_00029_00023,data\gtsrb\Train\1\00001_00029_00023.png,1
00001_00061_00010,data\gtsrb\Train\1\00001_00061_00010.png,1
00025_00033_00029,data\gtsrb\Train\25\00025_00033_00029.png,25
00013_00002_00020,data\gtsrb\Train\13\00013_00002_00020.png,13
00033_00007_00024,data\gtsrb\Train\33\00033_00007_00024.png,33
00035_00010_00005,data\gtsrb\Train\35\00035_00010_00005.png,35
00033_00016_00015,data\gtsrb\Train\33\00033_00016_00015.png,33
00013_00058_00022,data\gtsrb\Train\13\00013_00058_00022.png,13
00022_00005_00026,data\gtsrb\Train\22\00022_00005_00026.png,22
00007_00000_00016,data\gtsrb\Train\7\00007_00000_00016.png,7
00003_00032_00028,data\gtsrb\Train\3\00003_00032_00028.png,3
00015_00020_00020,data\gtsrb\Train\15\00015_00020_00020.png,15
00008_00043_00005,data\gtsrb\Train\8\00008_00043_00005.png,8
00008_00031_00015,data\gtsrb\Train\8\00008_00031_00015.png,8
00005_00058_00007,data\gtsrb\Train\5\00005_00058_00007.png,5
00029_00006_00009,data\gtsrb\Train\29\00029_00006_00009.png,29
00040_00000_00007,data\gtsrb\Train\40\00040_00000_00007.png,40
00022_00010_00026,data\gtsrb\Train\22\00022_00010_00026.png,22
00008_00041_00017,data\gtsrb\Train\8\00008_00041_00017.png,8
00037_00006_00009,data\gtsrb\Train\37\00037_00006_00009.png,37
00007_00026_00011,data\gtsrb\Train\7\00007_00026_00011.png,7
00003_00028_00010,data\gtsrb\Train\3\00003_00028_00010.png,3
00031_00017_00008,data\gtsrb\Train\31\00031_00017_00008.png,31
00038_00024_00001,data\gtsrb\Train\38\00038_00024_00001.png,38
00000_00001_00000,data\gtsrb\Train\0\00000_00001_00000.png,0
00001_00039_00022,data\gtsrb\Train\1\00001_00039_00022.png,1
00033_00001_00015,data\gtsrb\Train\33\00033_00001_00015.png,33
00005_00005_00013,data\gtsrb\Train\5\00005_00005_00013.png,5
00005_00008_00017,data\gtsrb\Train\5\00005_00008_00017.png,5
00036_00008_00027,data\gtsrb\Train\36\00036_00008_00027.png,36
00025_00044_00021,data\gtsrb\Train\25\00025_00044_00021.png,25
00017_00001_00006,data\gtsrb\Train\17\00017_00001_00006.png,17
00018_00026_00005,data\gtsrb\Train\18\00018_00026_00005.png,18
00001_00036_00014,data\gtsrb\Train\1\00001_00036_00014.png,1
00007_00005_00000,data\gtsrb\Train\7\00007_00005_00000.png,7
00002_00001_00005,data\gtsrb\Train\2\00002_00001_00005.png,2
00013_00006_00022,data\gtsrb\Train\13\00013_00006_00022.png,13
00005_00033_00013,data\gtsrb\Train\5\00005_00033_00013.png,5
00025_00014_00022,data\gtsrb\Train\25\00025_00014_00022.png,25
00002_00016_00006,data\gtsrb\Train\2\00002_00016_00006.png,2
00010_00065_00029,data\gtsrb\Train\10\00010_00065_00029.png,10
00039_00008_00003,data\gtsrb\Train\39\00039_00008_00003.png,39
00005_00015_00025,data\gtsrb\Train\5\00005_00015_00025.png,5
00011_00017_00025,data\gtsrb\Train\11\00011_00017_00025.png,11
00004_00044_00013,data\gtsrb\Train\4\00004_00044_00013.png,4
00003_00015_00003,data\gtsrb\Train\3\00003_00015_00003.png,3
00023_00000_00029,data\gtsrb\Train\23\00023_00000_00029.png,23
00001_00011_00021,data\gtsrb\Train\1\00001_00011_00021.png,1
00034_00005_00002,data\gtsrb\Train\34\00034_00005_00002.png,34
00031_00025_00019,data\gtsrb\Train\31\00031_00025_00019.png,31
00011_00014_00026,data\gtsrb\Train\11\00011_00014_00026.png,11
00011_00010_00007,data\gtsrb\Train\11\00011_00010_00007.png,11
00018_00004_00020,data\gtsrb\Train\18\00018_00004_00020.png,18
00005_00041_00021,data\gtsrb\Train\5\00005_00041_00021.png,5
00002_00058_00001,data\gtsrb\Train\2\00002_00058_00001.png,2
00038_00001_00013,data\gtsrb\Train\38\00038_00001_00013.png,38
00015_00019_00027,data\gtsrb\Train\15\00015_00019_00027.png,15
00012_00001_00024,data\gtsrb\Train\12\00012_00001_00024.png,12
00028_00010_00014,data\gtsrb\Train\28\00028_00010_00014.png,28
00010_00053_00005,data\gtsrb\Train\10\00010_00053_00005.png,10
00038_00025_00001,data\gtsrb\Train\38\00038_00025_00001.png,38
00001_00046_00024,data\gtsrb\Train\1\00001_00046_00024.png,1
00001_00061_00006,data\gtsrb\Train\1\00001_00061_00006.png,1
00029_00002_00017,data\gtsrb\Train\29\00029_00002_00017.png,29
00038_00011_00023,data\gtsrb\Train\38\00038_00011_00023.png,38
00005_00015_00029,data\gtsrb\Train\5\00005_00015_00029.png,5
00002_00060_00022,data\gtsrb\Train\2\00002_00060_00022.png,2
00014_00001_00010,data\gtsrb\Train\14\00014_00001_00010.png,14
00001_00070_00010,data\gtsrb\Train\1\00001_00070_00010.png,1
00020_00001_00026,data\gtsrb\Train\20\00020_00001_00026.png,20
00010_00062_00008,data\gtsrb\Train\10\00010_00062_00008.png,10
00035_00032_00014,data\gtsrb\Train\35\00035_00032_00014.png,35
00005_00006_00006,data\gtsrb\Train\5\00005_00006_00006.png,5
00031_00014_00014,data\gtsrb\Train\31\00031_00014_00014.png,31
00016_00003_00013,data\gtsrb\Train\16\00016_00003_00013.png,16
00011_00030_00018,data\gtsrb\Train\11\00011_00030_00018.png,11
00025_00033_00006,data\gtsrb\Train\25\00025_00033_00006.png,25
00013_00063_00020,data\gtsrb\Train\13\00013_00063_00020.png,13
00018_00016_00022,data\gtsrb\Train\18\00018_00016_00022.png,18
00038_00066_00019,data\gtsrb\Train\38\00038_00066_00019.png,38
00017_00027_00016,data\gtsrb\Train\17\00017_00027_00016.png,17
00023_00001_00026,data\gtsrb\Train\23\00023_00001_00026.png,23
00022_00005_00010,data\gtsrb\Train\22\00022_00005_00010.png,22
00008_00006_00014,data\gtsrb\Train\8\00008_00006_00014.png,8
00042_00004_00029,data\gtsrb\Train\42\00042_00004_00029.png,42
00008_00009_00016,data\gtsrb\Train\8\00008_00009_00016.png,8
00040_00007_00001,data\gtsrb\Train\40\00040_00007_00001.png,40
00018_00008_00026,data\gtsrb\Train\18\00018_00008_00026.png,18
00001_00016_00009,data\gtsrb\Train\1\00001_00016_00009.png,1
00012_00068_00028,data\gtsrb\Train\12\00012_00068_00028.png,12
00005_00050_00013,data\gtsrb\Train\5\00005_00050_00013.png,5
00014_00019_00004,data\gtsrb\Train\14\00014_00019_00004.png,14
00017_00028_00013,data\gtsrb\Train\17\00017_00028_00013.png,17
00005_00045_00029,data\gtsrb\Train\5\00005_00045_00029.png,5
00024_00005_00024,data\gtsrb\Train\24\00024_00005_00024.png,24
00004_00007_00020,data\gtsrb\Train\4\00004_00007_00020.png,4
00038_00042_00006,data\gtsrb\Train\38\00038_00042_00006.png,38
00003_00009_00008,data\gtsrb\Train\3\00003_00009_00008.png,3
00008_00023_00001,data\gtsrb\Train\8\00008_00023_00001.png,8
00035_00022_00014,data\gtsrb\Train\35\00035_00022_00014.png,35
00031_00023_00015,data\gtsrb\Train\31\00031_00023_00015.png,31
00017_00017_00017,data\gtsrb\Train\17\00017_00017_00017.png,17
00038_00039_00006,data\gtsrb\Train\38\00038_00039_00006.png,38
00005_00005_00028,data\gtsrb\Train\5\00005_00005_00028.png,5
00000_00006_00001,data\gtsrb\Train\0\00000_00006_00001.png,0
00012_00031_00009,data\gtsrb\Train\12\00012_00031_00009.png,12
00003_00041_00024,data\gtsrb\Train\3\00003_00041_00024.png,3
00028_00011_00015,data\gtsrb\Train\28\00028_00011_00015.png,28
00003_00039_00019,data\gtsrb\Train\3\00003_00039_00019.png,3
00025_00042_00026,data\gtsrb\Train\25\00025_00042_00026.png,25
00009_00013_00015,data\gtsrb\Train\9\00009_00013_00015.png,9
00025_00000_00002,data\gtsrb\Train\25\00025_00000_00002.png,25
00010_00049_00013,data\gtsrb\Train\10\00010_00049_00013.png,10
00013_00008_00002,data\gtsrb\Train\13\00013_00008_00002.png,13
00015_00008_00006,data\gtsrb\Train\15\00015_00008_00006.png,15
00012_00030_00023,data\gtsrb\Train\12\00012_00030_00023.png,12
00010_00065_00004,data\gtsrb\Train\10\00010_00065_00004.png,10
00033_00004_00028,data\gtsrb\Train\33\00033_00004_00028.png,33
00001_00032_00016,data\gtsrb\Train\1\00001_00032_00016.png,1
00028_00016_00014,data\gtsrb\Train\28\00028_00016_00014.png,28
00037_00001_00020,data\gtsrb\Train\37\00037_00001_00020.png,37
00029_00007_00016,data\gtsrb\Train\29\00029_00007_00016.png,29
00040_00005_00015,data\gtsrb\Train\40\00040_00005_00015.png,40
00004_00017_00016,data\gtsrb\Train\4\00004_00017_00016.png,4
00018_00011_00007,data\gtsrb\Train\18\00018_00011_00007.png,18
00008_00004_00015,data\gtsrb\Train\8\00008_00004_00015.png,8
00002_00071_00012,data\gtsrb\Train\2\00002_00071_00012.png,2
00009_00006_00023,data\gtsrb\Train\9\00009_00006_00023.png,9
00010_00016_00023,data\gtsrb\Train\10\00010_00016_00023.png,10
00004_00050_00001,data\gtsrb\Train\4\00004_00050_00001.png,4
00002_00055_00025,data\gtsrb\Train\2\00002_00055_00025.png,2
00010_00001_00007,data\gtsrb\Train\10\00010_00001_00007.png,10
00004_00051_00029,data\gtsrb\Train\4\00004_00051_00029.png,4
00018_00023_00017,data\gtsrb\Train\18\00018_00023_00017.png,18
00001_00018_00009,data\gtsrb\Train\1\00001_00018_00009.png,1
00005_00053_00005,data\gtsrb\Train\5\00005_00053_00005.png,5
00012_00052_00004,data\gtsrb\Train\12\00012_00052_00004.png,12
00011_00024_00003,data\gtsrb\Train\11\00011_00024_00003.png,11
00005_00016_00024,data\gtsrb\Train\5\00005_00016_00024.png,5
00011_00023_00019,data\gtsrb\Train\11\00011_00023_00019.png,11
00031_00001_00023,data\gtsrb\Train\31\00031_00001_00023.png,31
00002_00040_00023,data\gtsrb\Train\2\00002_00040_00023.png,2
00002_00064_00021,data\gtsrb\Train\2\00002_00064_00021.png,2
00012_00036_00000,data\gtsrb\Train\12\00012_00036_00000.png,12
00010_00063_00012,data\gtsrb\Train\10\00010_00063_00012.png,10
00018_00025_00018,data\gtsrb\Train\18\00018_00025_00018.png,18
00009_00035_00029,data\gtsrb\Train\9\00009_00035_00029.png,9
00038_00035_00012,data\gtsrb\Train\38\00038_00035_00012.png,38
00001_00060_00029,data\gtsrb\Train\1\00001_00060_00029.png,1
00014_00021_00003,data\gtsrb\Train\14\00014_00021_00003.png,14
00033_00018_00005,data\gtsrb\Train\33\00033_00018_00005.png,33
00035_00021_00000,data\gtsrb\Train\35\00035_00021_00000.png,35
00017_00036_00019,data\gtsrb\Train\17\00017_00036_00019.png,17
00002_00047_00026,data\gtsrb\Train\2\00002_00047_00026.png,2
